id,version,text,quote,uri,created_at,updated_at,post_id,creator_id,type,shape,units,geometry,src,ext,container,start,end,topic_id,post_creator_id,code_id
28248,v1.0,,"Technology must not necessarily be digital. We need more spaces for community activities in our built environment. Structures that enable being together. I think we need face to face interaction in order to stay well. There is no resilience without exchange. Especially digital technology starts to change our behavior in a strange way. Technology must step in the background again and not dominate our experience.
    
  

  
    
            
            
            
                non-technological solution
            
        
            
            
                public space
            
        
            
            
                shared space
            
        
            
            
                community building
            
        
            
            
                face-to-face
            
        
            
            
                resilience
            
        
            
            
                sharing resources
            
        
            
            
                sharing knowledge
            
        
            
            
                behaviour change
            
        
            
            
                abusing technology
            
        
            
            
                excessive technology
            
        
        
    
      Cancel
Save
    
  
Annotate",/post/74229,2021-01-28T17:25:30.595Z,2021-01-28T17:25:30.595Z,74229,3323,AnnotatorStore::TextAnnotation,,pixel,,,,,,,13183,1520,7626
28247,v1.0,,"Technology must not necessarily be digital. We need more spaces for community activities in our built environment. Structures that enable being together. I think we need face to face interaction in order to stay well. There is no resilience without exchange. Especially digital technology starts to change our behavior in a strange way. Technology must step in the background again and not dominate our experience.
    
  

  
    
            
            
            
                non-technological solution
            
        
            
            
                public space
            
        
            
            
                shared space
            
        
            
            
                community building
            
        
            
            
                face-to-face
            
        
            
            
                resilience
            
        
            
            
                sharing resources
            
        
            
            
                sharing knowledge
            
        
            
            
                behaviour change
            
        
            
            
                abusing technology
            
        
            
            
                excessive technology
            
        
        
    
      Cancel
Save
    
  
Annotate",/post/74229,2021-01-28T17:25:30.539Z,2021-01-28T17:25:30.539Z,74229,3323,AnnotatorStore::TextAnnotation,,pixel,,,,,,,13183,1520,2963
28246,v1.0,,"Technology must not necessarily be digital. We need more spaces for community activities in our built environment. Structures that enable being together. I think we need face to face interaction in order to stay well. There is no resilience without exchange. Especially digital technology starts to change our behavior in a strange way. Technology must step in the background again and not dominate our experience.
    
  

  
    
            
            
            
                non-technological solution
            
        
            
            
                public space
            
        
            
            
                shared space
            
        
            
            
                community building
            
        
            
            
                face-to-face
            
        
            
            
                resilience
            
        
            
            
                sharing resources
            
        
            
            
                sharing knowledge
            
        
            
            
                behaviour change
            
        
            
            
                abusing technology
            
        
            
            
                excessive technology
            
        
        
    
      Cancel
Save
    
  
Annotate",/post/74229,2021-01-28T17:25:30.538Z,2021-01-28T17:25:30.538Z,74229,3323,AnnotatorStore::TextAnnotation,,pixel,,,,,,,13183,1520,1540
28245,v1.0,,"Technology must not necessarily be digital. We need more spaces for community activities in our built environment. Structures that enable being together. I think we need face to face interaction in order to stay well. There is no resilience without exchange. Especially digital technology starts to change our behavior in a strange way. Technology must step in the background again and not dominate our experience.
    
  

  
    
            
            
            
                non-technological solution
            
        
            
            
                public space
            
        
            
            
                shared space
            
        
            
            
                community building
            
        
            
            
                face-to-face
            
        
            
            
                resilience
            
        
            
            
                sharing resources
            
        
            
            
                sharing knowledge
            
        
            
            
                behaviour change
            
        
            
            
                abusing technology
            
        
            
            
                excessive technology
            
        
        
    
      Cancel
Save
    
  
Annotate",/post/74229,2021-01-28T17:25:30.514Z,2021-01-28T17:25:30.514Z,74229,3323,AnnotatorStore::TextAnnotation,,pixel,,,,,,,13183,1520,1446
28244,v1.0,,"Technology must not necessarily be digital. We need more spaces for community activities in our built environment. Structures that enable being together. I think we need face to face interaction in order to stay well. There is no resilience without exchange. Especially digital technology starts to change our behavior in a strange way. Technology must step in the background again and not dominate our experience.
    
  

  
    
            
            
            
                non-technological solution
            
        
            
            
                public space
            
        
            
            
                shared space
            
        
            
            
                community building
            
        
            
            
                face-to-face
            
        
            
            
                resilience
            
        
            
            
                sharing resources
            
        
            
            
                sharing knowledge
            
        
            
            
                behaviour change
            
        
            
            
                abusing technology
            
        
            
            
                excessive technology
            
        
        
    
      Cancel
Save
    
  
Annotate",/post/74229,2021-01-28T17:25:30.512Z,2021-01-28T17:25:30.512Z,74229,3323,AnnotatorStore::TextAnnotation,,pixel,,,,,,,13183,1520,816
28243,v1.0,,"Technology must not necessarily be digital. We need more spaces for community activities in our built environment. Structures that enable being together. I think we need face to face interaction in order to stay well. There is no resilience without exchange. Especially digital technology starts to change our behavior in a strange way. Technology must step in the background again and not dominate our experience.
    
  

  
    
            
            
            
                non-technological solution
            
        
            
            
                public space
            
        
            
            
                shared space
            
        
            
            
                community building
            
        
            
            
                face-to-face
            
        
            
            
                resilience
            
        
            
            
                sharing resources
            
        
            
            
                sharing knowledge
            
        
            
            
                behaviour change
            
        
            
            
                abusing technology
            
        
            
            
                excessive technology
            
        
        
    
      Cancel
Save
    
  
Annotate",/post/74229,2021-01-28T17:25:30.511Z,2021-01-28T17:25:30.511Z,74229,3323,AnnotatorStore::TextAnnotation,,pixel,,,,,,,13183,1520,358
28242,v1.0,,"Technology must not necessarily be digital. We need more spaces for community activities in our built environment. Structures that enable being together. I think we need face to face interaction in order to stay well. There is no resilience without exchange. Especially digital technology starts to change our behavior in a strange way. Technology must step in the background again and not dominate our experience.
    
  

  
    
            
            
            
                non-technological solution
            
        
            
            
                public space
            
        
            
            
                shared space
            
        
            
            
                community building
            
        
            
            
                face-to-face
            
        
            
            
                resilience
            
        
            
            
                sharing resources
            
        
            
            
                sharing knowledge
            
        
            
            
                behaviour change
            
        
            
            
                abusing technology
            
        
            
            
                excessive technology
            
        
        
    
      Cancel
Save
    
  
Annotate",/post/74229,2021-01-28T17:25:30.415Z,2021-01-28T17:25:30.415Z,74229,3323,AnnotatorStore::TextAnnotation,,pixel,,,,,,,13183,1520,1532
28241,v1.0,,"Technology must not necessarily be digital. We need more spaces for community activities in our built environment. Structures that enable being together. I think we need face to face interaction in order to stay well. There is no resilience without exchange. Especially digital technology starts to change our behavior in a strange way. Technology must step in the background again and not dominate our experience.
    
  

  
    
            
            
            
                non-technological solution
            
        
            
            
                public space
            
        
            
            
                shared space
            
        
            
            
                community building
            
        
            
            
                face-to-face
            
        
            
            
                resilience
            
        
            
            
                sharing resources
            
        
            
            
                sharing knowledge
            
        
            
            
                behaviour change
            
        
            
            
                abusing technology
            
        
            
            
                excessive technology
            
        
        
    
      Cancel
Save
    
  
Annotate",/post/74229,2021-01-28T17:25:30.414Z,2021-01-28T17:25:30.414Z,74229,3323,AnnotatorStore::TextAnnotation,,pixel,,,,,,,13183,1520,1395
28240,v1.0,,some,/post/74225,2021-01-28T17:24:02.000Z,2021-01-28T17:24:02.000Z,74225,3323,AnnotatorStore::TextAnnotation,,pixel,,,,,,,13183,8,6172
28239,v1.0,,privacy,/post/74225,2021-01-28T17:23:48.707Z,2021-01-28T17:23:48.707Z,74225,3323,AnnotatorStore::TextAnnotation,,pixel,,,,,,,13183,8,8166
28238,v1.0,,privacy,/post/74225,2021-01-28T17:23:48.621Z,2021-01-28T17:23:48.621Z,74225,3323,AnnotatorStore::TextAnnotation,,pixel,,,,,,,13183,8,5156
28237,v1.0,,"Would you say distributed autonomous organisations and distributed ledger technology already do that in a way? At least in an embryo state? While I agree, we should be building tech for participation, it is even more important we figure out how we participate already. In a way, the concurrent discussion may as well lead to concrete actions and influence decision-making processes. The biggest issue seems to be signalling and effective information sharing, no?
    
  

  
    
            
            
            
                supporting existing practices
            
        
            
            
                recognising existing capabilities
            
        
            
            
                sharing information
            
        
            
            
                autonomy
            
        
            
            
                autonomous organisations
            
        
            
            
                distributed ledger technology
            
        
            
            
                decision-making
            
        
        
    
      Cancel
Save
    
  
Annotate",/post/74215,2021-01-28T17:23:30.955Z,2021-01-28T17:23:30.955Z,74215,3323,AnnotatorStore::TextAnnotation,,pixel,,,,,,,13183,6413,8165
28236,v1.0,,"Would you say distributed autonomous organisations and distributed ledger technology already do that in a way? At least in an embryo state? While I agree, we should be building tech for participation, it is even more important we figure out how we participate already. In a way, the concurrent discussion may as well lead to concrete actions and influence decision-making processes. The biggest issue seems to be signalling and effective information sharing, no?
    
  

  
    
            
            
            
                supporting existing practices
            
        
            
            
                recognising existing capabilities
            
        
            
            
                sharing information
            
        
            
            
                autonomy
            
        
            
            
                autonomous organisations
            
        
            
            
                distributed ledger technology
            
        
            
            
                decision-making
            
        
        
    
      Cancel
Save
    
  
Annotate",/post/74215,2021-01-28T17:23:30.889Z,2021-01-28T17:23:30.889Z,74215,3323,AnnotatorStore::TextAnnotation,,pixel,,,,,,,13183,6413,8164
28235,v1.0,,"Would you say distributed autonomous organisations and distributed ledger technology already do that in a way? At least in an embryo state? While I agree, we should be building tech for participation, it is even more important we figure out how we participate already. In a way, the concurrent discussion may as well lead to concrete actions and influence decision-making processes. The biggest issue seems to be signalling and effective information sharing, no?
    
  

  
    
            
            
            
                supporting existing practices
            
        
            
            
                recognising existing capabilities
            
        
            
            
                sharing information
            
        
            
            
                autonomy
            
        
            
            
                autonomous organisations
            
        
            
            
                distributed ledger technology
            
        
            
            
                decision-making
            
        
        
    
      Cancel
Save
    
  
Annotate",/post/74215,2021-01-28T17:23:30.881Z,2021-01-28T17:23:30.881Z,74215,3323,AnnotatorStore::TextAnnotation,,pixel,,,,,,,13183,6413,8153
28234,v1.0,,"Would you say distributed autonomous organisations and distributed ledger technology already do that in a way? At least in an embryo state? While I agree, we should be building tech for participation, it is even more important we figure out how we participate already. In a way, the concurrent discussion may as well lead to concrete actions and influence decision-making processes. The biggest issue seems to be signalling and effective information sharing, no?
    
  

  
    
            
            
            
                supporting existing practices
            
        
            
            
                recognising existing capabilities
            
        
            
            
                sharing information
            
        
            
            
                autonomy
            
        
            
            
                autonomous organisations
            
        
            
            
                distributed ledger technology
            
        
            
            
                decision-making
            
        
        
    
      Cancel
Save
    
  
Annotate",/post/74215,2021-01-28T17:23:30.860Z,2021-01-28T17:23:30.860Z,74215,3323,AnnotatorStore::TextAnnotation,,pixel,,,,,,,13183,6413,4056
28233,v1.0,,"Would you say distributed autonomous organisations and distributed ledger technology already do that in a way? At least in an embryo state? While I agree, we should be building tech for participation, it is even more important we figure out how we participate already. In a way, the concurrent discussion may as well lead to concrete actions and influence decision-making processes. The biggest issue seems to be signalling and effective information sharing, no?
    
  

  
    
            
            
            
                supporting existing practices
            
        
            
            
                recognising existing capabilities
            
        
            
            
                sharing information
            
        
            
            
                autonomy
            
        
            
            
                autonomous organisations
            
        
            
            
                distributed ledger technology
            
        
            
            
                decision-making
            
        
        
    
      Cancel
Save
    
  
Annotate",/post/74215,2021-01-28T17:23:30.800Z,2021-01-28T17:23:30.800Z,74215,3323,AnnotatorStore::TextAnnotation,,pixel,,,,,,,13183,6413,80
28232,v1.0,,"Would you say distributed autonomous organisations and distributed ledger technology already do that in a way? At least in an embryo state? While I agree, we should be building tech for participation, it is even more important we figure out how we participate already. In a way, the concurrent discussion may as well lead to concrete actions and influence decision-making processes. The biggest issue seems to be signalling and effective information sharing, no?
    
  

  
    
            
            
            
                supporting existing practices
            
        
            
            
                recognising existing capabilities
            
        
            
            
                sharing information
            
        
            
            
                autonomy
            
        
            
            
                autonomous organisations
            
        
            
            
                distributed ledger technology
            
        
            
            
                decision-making
            
        
        
    
      Cancel
Save
    
  
Annotate",/post/74215,2021-01-28T17:23:30.712Z,2021-01-28T17:23:30.712Z,74215,3323,AnnotatorStore::TextAnnotation,,pixel,,,,,,,13183,6413,7805
28231,v1.0,,"Would you say distributed autonomous organisations and distributed ledger technology already do that in a way? At least in an embryo state? While I agree, we should be building tech for participation, it is even more important we figure out how we participate already. In a way, the concurrent discussion may as well lead to concrete actions and influence decision-making processes. The biggest issue seems to be signalling and effective information sharing, no?
    
  

  
    
            
            
            
                supporting existing practices
            
        
            
            
                recognising existing capabilities
            
        
            
            
                sharing information
            
        
            
            
                autonomy
            
        
            
            
                autonomous organisations
            
        
            
            
                distributed ledger technology
            
        
            
            
                decision-making
            
        
        
    
      Cancel
Save
    
  
Annotate",/post/74215,2021-01-28T17:23:30.688Z,2021-01-28T17:23:30.688Z,74215,3323,AnnotatorStore::TextAnnotation,,pixel,,,,,,,13183,6413,1539
28230,v1.0,,"We should be building technology for participation
YES!",/post/74200,2021-01-28T17:22:32.192Z,2021-01-28T17:22:32.192Z,74200,3323,AnnotatorStore::TextAnnotation,,pixel,,,,,,,13183,1520,8160
28229,v1.0,,"We should be building technology for participation
YES!",/post/74200,2021-01-28T17:22:32.072Z,2021-01-28T17:22:32.072Z,74200,3323,AnnotatorStore::TextAnnotation,,pixel,,,,,,,13183,1520,1662
28228,v1.0,,"“We can normalize heightened levels of separation and control, believe that they are necessary to keep us safe, and accept a world in which we are afraid to be near each other. Or we can take advantage of this pause, this break in normal, to turn onto a path of reunion, of holism, of the restoring of lost connections, of the repair of community and the rejoining of the web of life.”",/post/74199,2021-01-28T17:22:11.629Z,2021-01-28T17:22:11.629Z,74199,3323,AnnotatorStore::TextAnnotation,,pixel,,,,,,,13183,1520,6134
28227,v1.0,,"“We can normalize heightened levels of separation and control, believe that they are necessary to keep us safe, and accept a world in which we are afraid to be near each other. Or we can take advantage of this pause, this break in normal, to turn onto a path of reunion, of holism, of the restoring of lost connections, of the repair of community and the rejoining of the web of life.”",/post/74199,2021-01-28T17:22:11.611Z,2021-01-28T17:22:11.611Z,74199,3323,AnnotatorStore::TextAnnotation,,pixel,,,,,,,13183,1520,5156
28226,v1.0,,"“We can normalize heightened levels of separation and control, believe that they are necessary to keep us safe, and accept a world in which we are afraid to be near each other. Or we can take advantage of this pause, this break in normal, to turn onto a path of reunion, of holism, of the restoring of lost connections, of the repair of community and the rejoining of the web of life.”",/post/74199,2021-01-28T17:22:11.596Z,2021-01-28T17:22:11.596Z,74199,3323,AnnotatorStore::TextAnnotation,,pixel,,,,,,,13183,1520,1263
28225,v1.0,,"“We can normalize heightened levels of separation and control, believe that they are necessary to keep us safe, and accept a world in which we are afraid to be near each other. Or we can take advantage of this pause, this break in normal, to turn onto a path of reunion, of holism, of the restoring of lost connections, of the repair of community and the rejoining of the web of life.”",/post/74199,2021-01-28T17:22:11.577Z,2021-01-28T17:22:11.577Z,74199,3323,AnnotatorStore::TextAnnotation,,pixel,,,,,,,13183,1520,828
28224,v1.0,,"“We can normalize heightened levels of separation and control, believe that they are necessary to keep us safe, and accept a world in which we are afraid to be near each other. Or we can take advantage of this pause, this break in normal, to turn onto a path of reunion, of holism, of the restoring of lost connections, of the repair of community and the rejoining of the web of life.”",/post/74199,2021-01-28T17:22:11.494Z,2021-01-28T17:22:11.494Z,74199,3323,AnnotatorStore::TextAnnotation,,pixel,,,,,,,13183,1520,7986
28223,v1.0,,"If you look at the development of technology around World War II, you see a similar frantic speed to get something done, and also a lot of half-assed and unworkable solutions, but ultimately it gave our technological possibilities a big boost (within wartime, but esp. also beyond it). There is a split between times of rapid development, and times of consolidating these developments and learning to live with them. The last years have been about learning to live with the Internet and its consequences, and now we're back in the rapid development mode. We can't choose what comes when, but we can make the best out of both times …
    
  

  
    
            
            
            
                need for speed
            
        
            
            
                'the rush to deploy'
            
        
            
            
                trade-off
            
        
            
            
                assigning value
            
        
            
            
                assessing impact
            
        
            
            
                history of technology
            
        
            
            
                understanding history
            
        
        
    
      Cancel
Save
    
  
Annotate",/post/74177,2021-01-28T17:08:37.611Z,2021-01-28T17:08:37.611Z,74177,3323,AnnotatorStore::TextAnnotation,,pixel,,,,,,,13183,5,8163
28222,v1.0,,"If you look at the development of technology around World War II, you see a similar frantic speed to get something done, and also a lot of half-assed and unworkable solutions, but ultimately it gave our technological possibilities a big boost (within wartime, but esp. also beyond it). There is a split between times of rapid development, and times of consolidating these developments and learning to live with them. The last years have been about learning to live with the Internet and its consequences, and now we're back in the rapid development mode. We can't choose what comes when, but we can make the best out of both times …
    
  

  
    
            
            
            
                need for speed
            
        
            
            
                'the rush to deploy'
            
        
            
            
                trade-off
            
        
            
            
                assigning value
            
        
            
            
                assessing impact
            
        
            
            
                history of technology
            
        
            
            
                understanding history
            
        
        
    
      Cancel
Save
    
  
Annotate",/post/74177,2021-01-28T17:08:37.508Z,2021-01-28T17:08:37.508Z,74177,3323,AnnotatorStore::TextAnnotation,,pixel,,,,,,,13183,5,7949
28221,v1.0,,"If you look at the development of technology around World War II, you see a similar frantic speed to get something done, and also a lot of half-assed and unworkable solutions, but ultimately it gave our technological possibilities a big boost (within wartime, but esp. also beyond it). There is a split between times of rapid development, and times of consolidating these developments and learning to live with them. The last years have been about learning to live with the Internet and its consequences, and now we're back in the rapid development mode. We can't choose what comes when, but we can make the best out of both times …
    
  

  
    
            
            
            
                need for speed
            
        
            
            
                'the rush to deploy'
            
        
            
            
                trade-off
            
        
            
            
                assigning value
            
        
            
            
                assessing impact
            
        
            
            
                history of technology
            
        
            
            
                understanding history
            
        
        
    
      Cancel
Save
    
  
Annotate",/post/74177,2021-01-28T17:08:37.468Z,2021-01-28T17:08:37.468Z,74177,3323,AnnotatorStore::TextAnnotation,,pixel,,,,,,,13183,5,7325
28220,v1.0,,"If you look at the development of technology around World War II, you see a similar frantic speed to get something done, and also a lot of half-assed and unworkable solutions, but ultimately it gave our technological possibilities a big boost (within wartime, but esp. also beyond it). There is a split between times of rapid development, and times of consolidating these developments and learning to live with them. The last years have been about learning to live with the Internet and its consequences, and now we're back in the rapid development mode. We can't choose what comes when, but we can make the best out of both times …
    
  

  
    
            
            
            
                need for speed
            
        
            
            
                'the rush to deploy'
            
        
            
            
                trade-off
            
        
            
            
                assigning value
            
        
            
            
                assessing impact
            
        
            
            
                history of technology
            
        
            
            
                understanding history
            
        
        
    
      Cancel
Save
    
  
Annotate",/post/74177,2021-01-28T17:08:37.466Z,2021-01-28T17:08:37.466Z,74177,3323,AnnotatorStore::TextAnnotation,,pixel,,,,,,,13183,5,7286
28219,v1.0,,"If you look at the development of technology around World War II, you see a similar frantic speed to get something done, and also a lot of half-assed and unworkable solutions, but ultimately it gave our technological possibilities a big boost (within wartime, but esp. also beyond it). There is a split between times of rapid development, and times of consolidating these developments and learning to live with them. The last years have been about learning to live with the Internet and its consequences, and now we're back in the rapid development mode. We can't choose what comes when, but we can make the best out of both times …
    
  

  
    
            
            
            
                need for speed
            
        
            
            
                'the rush to deploy'
            
        
            
            
                trade-off
            
        
            
            
                assigning value
            
        
            
            
                assessing impact
            
        
            
            
                history of technology
            
        
            
            
                understanding history
            
        
        
    
      Cancel
Save
    
  
Annotate",/post/74177,2021-01-28T17:08:37.446Z,2021-01-28T17:08:37.446Z,74177,3323,AnnotatorStore::TextAnnotation,,pixel,,,,,,,13183,5,5891
28218,v1.0,,"If you look at the development of technology around World War II, you see a similar frantic speed to get something done, and also a lot of half-assed and unworkable solutions, but ultimately it gave our technological possibilities a big boost (within wartime, but esp. also beyond it). There is a split between times of rapid development, and times of consolidating these developments and learning to live with them. The last years have been about learning to live with the Internet and its consequences, and now we're back in the rapid development mode. We can't choose what comes when, but we can make the best out of both times …
    
  

  
    
            
            
            
                need for speed
            
        
            
            
                'the rush to deploy'
            
        
            
            
                trade-off
            
        
            
            
                assigning value
            
        
            
            
                assessing impact
            
        
            
            
                history of technology
            
        
            
            
                understanding history
            
        
        
    
      Cancel
Save
    
  
Annotate",/post/74177,2021-01-28T17:08:37.443Z,2021-01-28T17:08:37.443Z,74177,3323,AnnotatorStore::TextAnnotation,,pixel,,,,,,,13183,5,4781
28217,v1.0,,"If you look at the development of technology around World War II, you see a similar frantic speed to get something done, and also a lot of half-assed and unworkable solutions, but ultimately it gave our technological possibilities a big boost (within wartime, but esp. also beyond it). There is a split between times of rapid development, and times of consolidating these developments and learning to live with them. The last years have been about learning to live with the Internet and its consequences, and now we're back in the rapid development mode. We can't choose what comes when, but we can make the best out of both times …
    
  

  
    
            
            
            
                need for speed
            
        
            
            
                'the rush to deploy'
            
        
            
            
                trade-off
            
        
            
            
                assigning value
            
        
            
            
                assessing impact
            
        
            
            
                history of technology
            
        
            
            
                understanding history
            
        
        
    
      Cancel
Save
    
  
Annotate",/post/74177,2021-01-28T17:08:37.326Z,2021-01-28T17:08:37.326Z,74177,3323,AnnotatorStore::TextAnnotation,,pixel,,,,,,,13183,5,7472
28216,v1.0,,"So when the government does it, it's called solutionism, and when grassroots people do it, it's called hacking and they are celebrated for it? That does not seem too fair a judgment to me :smile:",/post/74177,2021-01-28T17:07:30.574Z,2021-01-28T17:07:30.574Z,74177,3323,AnnotatorStore::TextAnnotation,,pixel,,,,,,,13183,5,8162
