id,description,creator_id,created_at,updated_at,ancestry,annotations_count,name,name_with_path,names
1834,groups that are more at-risk of negative things happening to them,3323,2017-09-05T16:09:58.969Z,2020-08-22T12:56:49.230Z,,14,vulnerable populations,vulnerable populations,"[{'name': 'vulnerable populations', 'locale': 'en'}, {'name': 'podatne grupy społeczne', 'locale': 'pl'}, {'name': 'zranitelné populace', 'locale': 'cs'}]"
8154,people who bring people together to take action around their common concerns and overcome social injustice,3323,2021-01-28T17:04:36.073Z,2021-01-28T18:03:11.012Z,,1,community organisers,community organisers,"[{'name': 'community organisers', 'locale': 'en'}]"
8152,"groups and communities that experience discrimination and exclusion (social, political and economic) because of unequal power relationships across economic, political, social and cultural dimensions",3323,2021-01-28T17:03:39.255Z,2021-01-28T18:03:34.265Z,,1,marginalised people,marginalised people,"[{'name': 'marginalised people', 'locale': 'en'}]"
8150,not happening in institutionalised settings ,3323,2021-01-28T17:03:39.246Z,2021-01-28T18:08:01.120Z,,1,outside existing systems,outside existing systems,"[{'name': 'outside existing systems', 'locale': 'en'}]"
8151,"someone who does not use digital technology (eg no social media, no smartphone)",3323,2021-01-28T17:03:39.250Z,2021-01-28T18:03:46.442Z,,1,non-tech user,non-tech user,"[{'name': 'non-tech user', 'locale': 'en'}]"
802,"leaving people out / not letting people join a group, often due to an identity marker (race, religion, nationality)",3323,2017-09-05T16:09:55.363Z,2020-08-22T12:57:00.943Z,,9,exclusion,exclusion,"[{'name': 'wykluczenie', 'locale': 'pl'}, {'name': 'vyloučení', 'locale': 'cs'}, {'name': 'exclusion', 'locale': 'en'}]"
5434,"a physical or mental condition that limits a person's movements, senses, or activities",6484,2020-06-03T13:38:35.818Z,2021-02-22T11:02:50.205Z,3702/4348,31,disability,health → health issues → disability,"[{'name': 'disability', 'locale': 'en'}, {'name': 'niepełnosprawność', 'locale': 'pl'}, {'name': 'postižení', 'locale': 'cs'}]"
8149,"to fail to be noticed, assisted, or included with others",3323,2021-01-28T17:03:39.116Z,2021-01-28T18:07:46.655Z,,1,'falling through the cracks','falling through the cracks',"[{'name': ""'falling through the cracks'"", 'locale': 'en'}]"
805,,1974,2017-09-05T16:09:55.372Z,2020-10-16T11:11:38.281Z,,60,system failure,system failure,"[{'name': 'błąd systemowy', 'locale': 'pl'}, {'name': 'selhání systému', 'locale': 'cs'}, {'name': 'system failure', 'locale': 'en'}]"
8148,"grassroots, in the thick of it, where the action is happening. in the context of people who are directly experiencing something being more likely to understand it and develop useful solutions. ",3323,2021-01-28T17:02:34.280Z,2021-01-28T18:07:28.098Z,,1,'on the ground','on the ground',"[{'name': ""'on the ground'"", 'locale': 'en'}]"
1092,,3323,2017-09-05T16:09:56.323Z,2020-03-30T16:18:05.182Z,,20,localised solutions,localised solutions,"[{'name': 'localised solutions', 'locale': 'en'}]"
8147,guidelines that are hard to follow,3323,2021-01-28T17:02:15.250Z,2021-01-28T18:06:47.196Z,,1,unclear instructions,unclear instructions,"[{'name': 'unclear instructions', 'locale': 'en'}]"
8146,"rather than creating something new, improving what already exists. start small. ",3323,2021-01-28T17:01:51.157Z,2021-01-28T18:05:55.307Z,,1,improving the basics,improving the basics,"[{'name': 'improving the basics', 'locale': 'en'}]"
8144,"KISS (keep it simple, stupid). Rather than creating a complex answer to a problem, look for the easiest to implement solutions",3323,2021-01-28T17:01:51.037Z,2021-01-28T18:06:21.707Z,,1,simple solutions,simple solutions,"[{'name': 'simple solutions', 'locale': 'en'}]"
8145,"having the right method and resources, but improving how that method is implemented/carried out. ",3323,2021-01-28T17:01:51.056Z,2021-01-28T18:06:37.522Z,,1,*improving execution,*improving execution,"[{'name': '*improving execution', 'locale': 'en'}]"
8143,using knowledge that has already been created to move forward,3323,2021-01-28T17:00:42.492Z,2021-01-28T18:05:35.967Z,,1,building upon existing research,building upon existing research,"[{'name': 'building upon existing research', 'locale': 'en'}]"
8142,"data are reasonably complete and accurate, meet the intended purposes, and are not subject to inappropriate alteration. Completeness refers to the extent that relevant records are present and the fields in each record are populated appropriately.",3323,2021-01-28T17:00:23.568Z,2021-01-28T18:04:22.393Z,,1,reliable data,reliable data,"[{'name': 'reliable data', 'locale': 'en'}]"
1250,,3323,2017-09-05T16:09:56.901Z,2020-03-30T16:18:14.205Z,,7,open data,open data,"[{'name': 'open data', 'locale': 'en'}]"
8141,not enough information on something to be able to take action based upon it ,3323,2021-01-28T17:00:23.562Z,2021-01-28T18:04:05.935Z,,1,insufficient data,insufficient data,"[{'name': 'insufficient data', 'locale': 'en'}]"
6077,Absence or lack of trust or confidence in someone or something,5479,2020-07-14T10:34:14.312Z,2021-02-21T14:03:31.778Z,5161,21,distrust,*emotions → distrust,"[{'name': 'distrust', 'locale': 'en'}, {'name': 'nieufność', 'locale': 'pl'}]"
8140,"Data collection, the process of gathering and measuring information on variables of interest, in an established systematic fashion that enables one to answer stated research questions, test hypotheses, and evaluate outcomes.
",3323,2021-01-28T16:59:35.926Z,2021-01-28T18:04:36.473Z,,1,gathering data,gathering data,"[{'name': 'gathering data', 'locale': 'en'}]"
8139,"not conforming to the same format, and therefore not comparable",3323,2021-01-28T16:59:35.879Z,2021-01-28T18:05:23.278Z,,1,lacking standardisaiton,lacking standardisaiton,"[{'name': 'lacking standardisaiton', 'locale': 'en'}]"
4282,moral principles that govern a person's behaviour or the conducting of an activity.,5209,2019-10-10T13:54:20.854Z,2020-08-22T12:57:06.072Z,,32,ethics,ethics,"[{'name': 'ethics', 'locale': 'en'}, {'name': 'etyka', 'locale': 'pl'}, {'name': 'etika', 'locale': 'cs'}]"
8138,"data that is either unreliable, incomplete, or a combination ",3323,2021-01-28T16:59:35.717Z,2021-01-28T18:01:54.485Z,,1,messy data,messy data,"[{'name': 'messy data', 'locale': 'en'}]"
8137,,3323,2021-01-28T16:59:35.702Z,2021-01-28T16:59:35.702Z,,1,questioning capability of authorities,questioning capability of authorities,"[{'name': 'questioning capability of authorities', 'locale': 'en'}]"
3715,"setting norms, expectations across the board ",5059,2019-08-09T06:56:21.353Z,2020-10-14T17:37:52.767Z,,8,setting standards,setting standards,"[{'name': 'setting standards', 'locale': 'en'}]"
8136,"opposite of personally identifiable data, data that is not tied to an individual",3323,2021-01-28T16:58:25.382Z,2021-01-28T18:01:35.726Z,,1,aggregated data,aggregated data,"[{'name': 'aggregated data', 'locale': 'en'}]"
8135,reliable data (accurately gathered and representative) that a person could use to do something.,3323,2021-01-28T16:53:33.514Z,2021-01-28T18:01:23.806Z,,1,'useful data','useful data',"[{'name': ""'useful data'"", 'locale': 'en'}]"
8116,"removing personally identifying information from a dataset, so that the data cannot be traced back to the original person ",3323,2021-01-28T16:47:36.620Z,2021-01-28T17:53:03.164Z,,2,anonymising data,anonymising data,"[{'name': 'anonymising data', 'locale': 'en'}]"
8118,when data that was supposed to be stored securely or anonymised is made public or available to those who were not supposed to access it ,3323,2021-01-28T16:47:36.621Z,2021-01-28T17:53:35.099Z,,2,data breach,data breach,"[{'name': 'data breach', 'locale': 'en'}]"
4542,"data collected about location (i.e., via location services) ",5059,2019-11-30T16:52:08.083Z,2020-09-25T14:58:43.727Z,,9,location data,location data,"[{'name': 'location data', 'locale': 'en'}]"
8134,lacking the resources (human or otherwise) to be able to carry out an activity successfully ,3323,2021-01-28T16:52:53.969Z,2021-01-28T18:00:54.123Z,,1,lack of capacity,lack of capacity,"[{'name': 'lack of capacity', 'locale': 'en'}]"
5479,"how institutions respond to events and changes -- by public statements, or by actions",3323,2020-06-04T15:46:09.908Z,2020-08-22T12:56:51.153Z,,14,institutional response,institutional response,"[{'name': 'institutional response', 'locale': 'en'}, {'name': 'odpowiedź instytucjonalna', 'locale': 'pl'}, {'name': 'vyjádření institucí', 'locale': 'cs'}]"
8132,giving people a bad reason to do or not do something -- usually a motive that goes against the public good,3323,2021-01-28T16:52:22.608Z,2021-01-28T18:00:28.590Z,,1,poor incentives,poor incentives,"[{'name': 'poor incentives', 'locale': 'en'}]"
8133,"see ""poor incentives""",3323,2021-01-28T16:52:22.609Z,2021-01-28T18:00:35.904Z,,1,'perverse incentives','perverse incentives',"[{'name': ""'perverse incentives'"", 'locale': 'en'}]"
8099,,3323,2021-01-28T16:39:13.688Z,2021-01-28T16:39:13.688Z,,2,'civil liberties','civil liberties',"[{'name': ""'civil liberties'"", 'locale': 'en'}]"
8131,a document proving that one has already had a disease and is therefore immune,3323,2021-01-28T16:52:02.574Z,2021-01-28T18:00:01.478Z,,1,immunity passports,immunity passports,"[{'name': 'immunity passports', 'locale': 'en'}]"
8114,"to design something so it can still be used in the future, to create something in the present that protects against a future issue",3323,2021-01-28T16:46:31.976Z,2021-01-28T17:52:20.128Z,,2,'future-proofing','future-proofing',"[{'name': ""'future-proofing'"", 'locale': 'en'}]"
8128,"examples of how a real-life person would use a technology, used to design better technologies ",3323,2021-01-28T16:51:37.588Z,2021-01-28T17:59:23.464Z,,1,use cases,use cases,"[{'name': 'use cases', 'locale': 'en'}]"
8129,design done without an end user in mind or without thinking through consequences,3323,2021-01-28T16:51:37.591Z,2021-01-28T17:59:11.464Z,,1,thoughtless design,thoughtless design,"[{'name': 'thoughtless design', 'locale': 'en'}]"
8130,refusing to believe something is real,3323,2021-01-28T16:51:37.611Z,2021-01-28T17:58:53.507Z,,1,denial,denial,"[{'name': 'denial', 'locale': 'en'}]"
4774,"The activity of planning and organizing people, infrastructure, communication and material components of a service in order to improve its quality and the interaction between the service provider and its customers",5209,2020-01-23T04:17:45.189Z,2020-09-08T11:41:18.823Z,,10,service design,service design,"[{'name': 'service design', 'locale': 'en'}]"
8127,"provide details about one's circumstances, typically one's medical or psychological condition.",3323,2021-01-28T16:50:46.158Z,2021-01-28T17:59:41.909Z,,1,self-reporting,self-reporting,"[{'name': 'self-reporting', 'locale': 'en'}]"
8088,"things, institutions, and people that place an obstacle in accessing services/groups",5479,2021-01-23T21:00:30.395Z,2021-01-23T21:09:03.814Z,,3,barrier to access,barrier to access,"[{'name': 'barrier to access', 'locale': 'en'}]"
8126,equal ability for all to get a resource,3323,2021-01-28T16:50:46.049Z,2021-01-28T17:59:48.571Z,,1,universal access,universal access,"[{'name': 'universal access', 'locale': 'en'}]"
6132,things done to restrict/permit access to spaces ,5479,2020-07-25T12:12:05.199Z,2020-09-25T16:35:51.457Z,,7,access control,access control,"[{'name': 'access control', 'locale': 'en'}]"
8125,"an action taken specifically with an audience in mind, to elicit a response or reaction -- often used to mean an ""empty"" gesture, just for demonstrating rather than meaningfully actually acting on something",3323,2021-01-28T16:50:19.676Z,2021-01-28T17:58:07.821Z,,1,performative gestures,performative gestures,"[{'name': 'performative gestures', 'locale': 'en'}]"
8124,"a motive for a person to choose a particular course of action based upon political gain (rather than, for example, public good)",3323,2021-01-28T16:49:52.873Z,2021-01-28T17:58:36.599Z,,1,political incentives,political incentives,"[{'name': 'political incentives', 'locale': 'en'}]"
8123,,3323,2021-01-28T16:49:34.126Z,2021-01-28T16:49:34.126Z,,1,losing confidence,losing confidence,"[{'name': 'losing confidence', 'locale': 'en'}]"
8122,"being unable to use another software, app, or system when one is using a different system. ",3323,2021-01-28T16:49:21.880Z,2021-01-28T17:54:27.400Z,,1,lock-in,lock-in,"[{'name': 'lock-in', 'locale': 'en'}]"
8121,"purposefully/deliberately restricting the easy transfer of data between one's technology and a different technology, usually to protect market position. Can be software or hardware --- means that you have to use one corporations' design and it will not work with any other product ",3323,2021-01-28T16:49:21.835Z,2021-01-28T17:56:11.447Z,,1,strategic non-interoperability,strategic non-interoperability,"[{'name': 'strategic non-interoperability', 'locale': 'en'}]"
8120,people deciding to use a technology ,3323,2021-01-28T16:49:21.816Z,2021-01-28T17:57:11.958Z,,1,user uptake,user uptake,"[{'name': 'user uptake', 'locale': 'en'}]"
4274,"a plan for the successful operation of a business, identifying sources of revenue, the intended customer base, products, and details of financing",5209,2019-10-10T13:52:45.354Z,2020-08-19T09:50:51.552Z,,59,business model,business model,"[{'name': 'business model', 'locale': 'en'}]"
7280,,3323,2020-09-03T09:31:14.327Z,2020-09-03T09:31:14.327Z,,23,financial incentives,financial incentives,"[{'name': 'financial incentives', 'locale': 'en'}]"
1376,,3323,2017-09-05T16:09:57.343Z,2020-03-30T16:18:20.808Z,,7,proprietary,proprietary,"[{'name': 'proprietary', 'locale': 'en'}]"
8119,"aka non-free software, or closed-source software, is computer software for which the software's publisher or another person reserves some rights from licensees to use, modify, share modifications, or share the software",3323,2021-01-28T16:49:21.673Z,2021-01-28T17:56:55.564Z,,1,proprietary software,proprietary software,"[{'name': 'proprietary software', 'locale': 'en'}]"
7289,,3323,2020-09-03T09:36:06.680Z,2020-09-03T09:36:06.680Z,,2,winner-take-all,winner-take-all,"[{'name': 'winner-take-all', 'locale': 'en'}]"
8117,"the process of managing the availability, usability, integrity and security of the data in enterprise systems, based on internal data standards and policies that also control data usage. Effective data governance ensures that data is consistent and trustworthy and doesn't get misused",3323,2021-01-28T16:47:36.620Z,2021-01-28T17:54:05.616Z,,1,data governance,data governance,"[{'name': 'data governance', 'locale': 'en'}]"
5535,"feeling or being anonymous, a situation in which one's identity can be or is hidden, e.g. when moving to a big city;escaping invigilation",6484,2020-06-11T20:23:20.100Z,2020-08-22T12:56:44.674Z,,5,anonymity,anonymity,"[{'name': 'anonymity', 'locale': 'en'}, {'name': 'anonimowość', 'locale': 'pl'}, {'name': 'anonymita', 'locale': 'cs'}]"
8115,when a technology does not work as it should,3323,2021-01-28T16:46:58.948Z,2021-01-28T17:52:32.596Z,,1,technology failure,technology failure,"[{'name': 'technology failure', 'locale': 'en'}]"
7784,when a technology fails ,3323,2020-10-19T11:23:37.745Z,2020-10-19T11:58:34.560Z,,10,technology breakdown,technology breakdown,"[{'name': 'technology breakdown', 'locale': 'en'}]"
7343,"need to change this name, but idea of doing something now to make the future better --- a need to do something for future betterment, long term health, etc. ",3323,2020-09-03T10:35:14.915Z,2020-09-03T10:40:57.372Z,,2,*saving the future,*saving the future,"[{'name': '*saving the future', 'locale': 'en'}]"
8113,governing bodies responsible for prosecuting human rights violations ,3323,2021-01-28T16:46:15.851Z,2021-01-28T17:51:27.521Z,,1,Human Rights bodies,Human Rights bodies,"[{'name': 'Human Rights bodies', 'locale': 'en'}]"
8112,"outside of the European Union
",3323,2021-01-28T16:46:15.837Z,2021-01-28T17:51:07.867Z,,1,outside EU,outside EU,"[{'name': 'outside EU', 'locale': 'en'}]"
8111,"a group of people who formulate the policy and direct the affairs of an institution in partnership with the managers
",3323,2021-01-28T16:46:15.837Z,2021-01-28T17:50:52.397Z,,1,governing body,governing body,"[{'name': 'governing body', 'locale': 'en'}]"
8110,laws and other official measures intended to protect people's rights ,3323,2021-01-28T16:45:47.822Z,2021-01-28T17:50:32.814Z,,1,legal protection,legal protection,"[{'name': 'legal protection', 'locale': 'en'}]"
3785,"General Data Protection Regulation; EU privacy regulations implemented in 2018, creating strict requirements for data-handling, breach notification and user consent while imposing a duty on firms to track how the data they collect are used, including by third parties with whom they are shared.",5059,2019-08-22T08:32:44.581Z,2020-09-24T11:26:25.189Z,3685,17,GDPR,data protection → GDPR,"[{'name': 'GDPR', 'locale': 'en'}]"
8108,taking a blood sample to test for diseases or other conditions,3323,2021-01-28T16:45:21.699Z,2021-01-28T17:50:03.602Z,,1,blood testing,blood testing,"[{'name': 'blood testing', 'locale': 'en'}]"
8107,rules that breach personal boundaries,3323,2021-01-28T16:45:21.676Z,2021-01-28T17:49:39.930Z,,1,invasive rules,invasive rules,"[{'name': 'invasive rules', 'locale': 'en'}]"
