id,description,creator_id,created_at,updated_at,ancestry,annotations_count,name,name_with_path,names
3124,,4155,2018-07-16T17:28:59.460Z,2020-03-30T16:21:19.382Z,,1,destroying nature,destroying nature,"[{'name': 'destroying nature', 'locale': 'en'}]"
3123,,4155,2018-07-16T15:28:15.794Z,2020-03-30T16:21:19.327Z,,1,no human intervention,no human intervention,"[{'name': 'no human intervention', 'locale': 'en'}]"
3125,,4155,2018-07-16T17:28:59.644Z,2020-03-30T16:21:19.438Z,,1,living off the land,living off the land,"[{'name': 'living off the land', 'locale': 'en'}]"
2888,,4155,2018-05-21T15:22:59.980Z,2020-03-30T16:21:07.037Z,,16,strengthening local markets,strengthening local markets,"[{'name': 'strengthening local markets', 'locale': 'en'}]"
2966,,4155,2018-06-05T07:56:42.527Z,2020-03-30T16:21:10.897Z,,3,rethinking ideologies,rethinking ideologies,"[{'name': 'rethinking ideologies', 'locale': 'en'}]"
2021,,3791,2017-11-28T01:18:14.893Z,2020-03-30T16:20:23.992Z,,7,crisis,crisis,"[{'name': 'crisis', 'locale': 'en'}]"
2028,,3791,2017-11-28T01:37:23.836Z,2020-03-30T16:20:24.316Z,,24,design intervention,design intervention,"[{'name': 'design intervention', 'locale': 'en'}]"
2858,,3791,2018-05-01T08:53:08.826Z,2020-03-30T16:21:05.715Z,,4,disruption,disruption,"[{'name': 'disruption', 'locale': 'en'}]"
2859,,3791,2018-05-01T08:59:15.742Z,2020-03-30T16:21:05.761Z,,4,diversity,diversity,"[{'name': 'diversity', 'locale': 'en'}]"
2973,,3791,2018-06-10T20:37:59.047Z,2020-03-30T16:21:11.263Z,,1,donations,donations,"[{'name': 'donations', 'locale': 'en'}]"
2862,,3791,2018-05-01T09:05:48.639Z,2020-03-30T16:21:05.906Z,,2,financial models,financial models,"[{'name': 'financial models', 'locale': 'en'}]"
2863,,3791,2018-05-01T09:10:58.598Z,2020-03-30T16:21:05.958Z,,2,flat structure,flat structure,"[{'name': 'flat structure', 'locale': 'en'}]"
2864,,3791,2018-05-01T09:11:53.415Z,2020-03-30T16:21:06.009Z,,4,free healthcare,free healthcare,"[{'name': 'free healthcare', 'locale': 'en'}]"
2065,,3791,2017-11-28T17:32:48.728Z,2020-03-30T16:20:26.315Z,,4,funding,funding,"[{'name': 'funding', 'locale': 'en'}]"
2865,,3791,2018-05-01T09:15:21.413Z,2020-03-30T16:21:06.057Z,,2,games,games,"[{'name': 'games', 'locale': 'en'}]"
2866,,3791,2018-05-01T09:15:59.811Z,2020-03-30T16:21:06.103Z,,2,gamification,gamification,"[{'name': 'gamification', 'locale': 'en'}]"
2199,,3791,2017-11-30T01:04:27.756Z,2020-03-30T16:20:33.761Z,,5,smartphone-based,smartphone-based,"[{'name': 'smartphone-based', 'locale': 'en'}]"
2218,,3791,2017-11-30T01:30:10.737Z,2020-03-30T16:20:34.738Z,,9,sustainability,sustainability,"[{'name': 'sustainability', 'locale': 'en'}]"
2233,,3791,2017-11-30T02:01:55.371Z,2020-03-30T16:20:35.493Z,,2,viral campaigns,viral campaigns,"[{'name': 'viral campaigns', 'locale': 'en'}]"
2181,,3791,2017-11-30T00:39:03.643Z,2020-03-30T16:20:32.906Z,,3,resource strain,resource strain,"[{'name': 'resource strain', 'locale': 'en'}]"
2860,,3791,2018-05-01T09:02:03.651Z,2020-03-30T16:21:05.807Z,,1,"donations (of goods, not money)","donations (of goods, not money)","[{'name': 'donations (of goods, not money)', 'locale': 'en'}]"
2852,,3791,2018-05-01T08:31:22.149Z,2020-03-30T16:21:05.431Z,,1,reminders,reminders,"[{'name': 'reminders', 'locale': 'en'}]"
2046,,3791,2017-11-28T14:14:05.276Z,2020-03-30T16:20:25.214Z,,2,existing system failure,existing system failure,"[{'name': 'existing system failure', 'locale': 'en'}]"
2001,,3791,2017-11-26T20:53:29.793Z,2020-03-30T16:20:23.038Z,,2,community-based care,community-based care,"[{'name': 'community-based care', 'locale': 'en'}]"
2253,,3791,2017-11-30T02:23:59.755Z,2020-03-30T16:20:36.503Z,,1,asthma,asthma,"[{'name': 'asthma', 'locale': 'en'}]"
2252,,3791,2017-11-30T02:23:02.541Z,2020-03-30T16:20:36.456Z,,1,assesing needs,assesing needs,"[{'name': 'assesing needs', 'locale': 'en'}]"
2251,,3791,2017-11-30T02:20:22.824Z,2020-03-30T16:20:36.406Z,,2,alternative infrastructure,alternative infrastructure,"[{'name': 'alternative infrastructure', 'locale': 'en'}]"
2250,,3791,2017-11-30T02:17:14.103Z,2020-03-30T16:20:36.357Z,,1,young men,young men,"[{'name': 'young men', 'locale': 'en'}]"
2249,,3791,2017-11-30T02:16:33.345Z,2020-03-30T16:20:36.311Z,,1,workshops,workshops,"[{'name': 'workshops', 'locale': 'en'}]"
2248,,3791,2017-11-30T02:15:48.927Z,2020-03-30T16:20:36.265Z,,1,working with policy makers,working with policy makers,"[{'name': 'working with policy makers', 'locale': 'en'}]"
2247,,3791,2017-11-30T02:14:46.162Z,2020-03-30T16:20:36.219Z,,2,working with local communities,working with local communities,"[{'name': 'working with local communities', 'locale': 'en'}]"
2246,,3791,2017-11-30T02:14:03.466Z,2020-03-30T16:20:36.146Z,,1,wheelchairs,wheelchairs,"[{'name': 'wheelchairs', 'locale': 'en'}]"
2245,,3791,2017-11-30T02:12:49.023Z,2020-03-30T16:20:36.097Z,,1,wearable technology,wearable technology,"[{'name': 'wearable technology', 'locale': 'en'}]"
2244,,3791,2017-11-30T02:11:52.645Z,2020-03-30T16:20:36.044Z,,1,water purification,water purification,"[{'name': 'water purification', 'locale': 'en'}]"
2243,,3791,2017-11-30T02:10:19.504Z,2020-03-30T16:20:35.995Z,,3,water,water,"[{'name': 'water', 'locale': 'en'}]"
2242,,3791,2017-11-30T02:09:43.006Z,2020-03-30T16:20:35.941Z,,1,warning system,warning system,"[{'name': 'warning system', 'locale': 'en'}]"
2241,,3791,2017-11-30T02:09:11.209Z,2020-03-30T16:20:35.890Z,,1,war,war,"[{'name': 'war', 'locale': 'en'}]"
2240,,3791,2017-11-30T02:08:44.847Z,2020-03-30T16:20:35.839Z,,1,waiting times,waiting times,"[{'name': 'waiting times', 'locale': 'en'}]"
2239,,3791,2017-11-30T02:07:24.606Z,2020-03-30T16:20:35.789Z,,2,vulnerable populations,vulnerable populations,"[{'name': 'vulnerable populations', 'locale': 'en'}]"
2238,,3791,2017-11-30T02:05:39.247Z,2020-03-30T16:20:35.742Z,,3,volunteer labour,volunteer labour,"[{'name': 'volunteer labour', 'locale': 'en'}]"
2237,,3791,2017-11-30T02:04:40.213Z,2020-03-30T16:20:35.693Z,,1,voice recording,voice recording,"[{'name': 'voice recording', 'locale': 'en'}]"
2236,,3791,2017-11-30T02:04:03.463Z,2020-03-30T16:20:35.643Z,,1,visual impairment,visual impairment,"[{'name': 'visual impairment', 'locale': 'en'}]"
2235,,3791,2017-11-30T02:02:52.263Z,2020-03-30T16:20:35.593Z,,1,vision,vision,"[{'name': 'vision', 'locale': 'en'}]"
2234,,3791,2017-11-30T02:02:24.442Z,2020-03-30T16:20:35.542Z,,1,visibility,visibility,"[{'name': 'visibility', 'locale': 'en'}]"
2232,,3791,2017-11-30T01:55:01.863Z,2020-03-30T16:20:35.442Z,,1,Twitter,Twitter,"[{'name': 'Twitter', 'locale': 'en'}]"
2231,,3791,2017-11-30T01:54:28.790Z,2020-03-30T16:20:35.394Z,,1,turning research into implementation,turning research into implementation,"[{'name': 'turning research into implementation', 'locale': 'en'}]"
2230,,3791,2017-11-30T01:53:58.524Z,2020-03-30T16:20:35.338Z,,1,trust,trust,"[{'name': 'trust', 'locale': 'en'}]"
2229,,3791,2017-11-30T01:52:34.221Z,2020-03-30T16:20:35.286Z,,2,trauma,trauma,"[{'name': 'trauma', 'locale': 'en'}]"
2228,,3791,2017-11-30T01:48:27.289Z,2020-03-30T16:20:35.235Z,,3,transportation,transportation,"[{'name': 'transportation', 'locale': 'en'}]"
2226,,3791,2017-11-30T01:47:20.821Z,2020-03-30T16:20:35.136Z,,1,traffic,traffic,"[{'name': 'traffic', 'locale': 'en'}]"
2221,,3791,2017-11-30T01:40:07.079Z,2020-03-30T16:20:34.886Z,,1,thrivability,thrivability,"[{'name': 'thrivability', 'locale': 'en'}]"
2220,,3791,2017-11-30T01:39:34.346Z,2020-03-30T16:20:34.836Z,,1,teaching language,teaching language,"[{'name': 'teaching language', 'locale': 'en'}]"
2219,,3791,2017-11-30T01:37:52.384Z,2020-03-30T16:20:34.785Z,,2,talking vs listening,talking vs listening,"[{'name': 'talking vs listening', 'locale': 'en'}]"
2217,,3791,2017-11-30T01:29:22.702Z,2020-03-30T16:20:34.690Z,,1,survival kits,survival kits,"[{'name': 'survival kits', 'locale': 'en'}]"
2216,,3791,2017-11-30T01:28:11.418Z,2020-03-30T16:20:34.643Z,,2,survival handbooks,survival handbooks,"[{'name': 'survival handbooks', 'locale': 'en'}]"
2215,,3791,2017-11-30T01:27:38.083Z,2020-03-30T16:20:34.592Z,,1,suboptimality,suboptimality,"[{'name': 'suboptimality', 'locale': 'en'}]"
2214,,3791,2017-11-30T01:25:47.443Z,2020-03-30T16:20:34.541Z,,3,stress,stress,"[{'name': 'stress', 'locale': 'en'}]"
2213,,3791,2017-11-30T01:25:15.072Z,2020-03-30T16:20:34.489Z,,1,strangers,strangers,"[{'name': 'strangers', 'locale': 'en'}]"
2212,,3791,2017-11-30T01:21:58.664Z,2020-03-30T16:20:34.429Z,,5,story sharing,story sharing,"[{'name': 'story sharing', 'locale': 'en'}]"
2210,,3791,2017-11-30T01:19:54.717Z,2020-03-30T16:20:34.321Z,,1,stigma,stigma,"[{'name': 'stigma', 'locale': 'en'}]"
2209,,3791,2017-11-30T01:19:24.230Z,2020-03-30T16:20:34.268Z,,1,some care is better than nothing,some care is better than nothing,"[{'name': 'some care is better than nothing', 'locale': 'en'}]"
2208,,3791,2017-11-30T01:18:47.724Z,2020-03-30T16:20:34.217Z,,1,soft robotics,soft robotics,"[{'name': 'soft robotics', 'locale': 'en'}]"
2207,,3791,2017-11-30T01:18:10.955Z,2020-03-30T16:20:34.167Z,,1,social innovation,social innovation,"[{'name': 'social innovation', 'locale': 'en'}]"
2206,,3791,2017-11-30T01:17:40.507Z,2020-03-30T16:20:34.115Z,,1,smell,smell,"[{'name': 'smell', 'locale': 'en'}]"
2205,,3791,2017-11-30T01:11:15.903Z,2020-03-30T16:20:34.063Z,,1,skill sharing,skill sharing,"[{'name': 'skill sharing', 'locale': 'en'}]"
2204,,3791,2017-11-30T01:10:05.920Z,2020-03-30T16:20:34.012Z,,1,skill building,skill building,"[{'name': 'skill building', 'locale': 'en'}]"
2203,,3791,2017-11-30T01:08:44.783Z,2020-03-30T16:20:33.962Z,,1,sharing medicine,sharing medicine,"[{'name': 'sharing medicine', 'locale': 'en'}]"
2202,,3791,2017-11-30T01:06:50.565Z,2020-03-30T16:20:33.908Z,,3,sharing knowledge,sharing knowledge,"[{'name': 'sharing knowledge', 'locale': 'en'}]"
2201,,3791,2017-11-30T01:05:39.906Z,2020-03-30T16:20:33.859Z,,2,sharing experience,sharing experience,"[{'name': 'sharing experience', 'locale': 'en'}]"
2198,,3791,2017-11-30T01:01:03.640Z,2020-03-30T16:20:33.714Z,,2,shared space,shared space,"[{'name': 'shared space', 'locale': 'en'}]"
2197,,3791,2017-11-30T01:00:32.805Z,2020-03-30T16:20:33.667Z,,1,sentiment analysis,sentiment analysis,"[{'name': 'sentiment analysis', 'locale': 'en'}]"
2196,,3791,2017-11-30T00:57:41.318Z,2020-03-30T16:20:33.621Z,,2,self-tracking,self-tracking,"[{'name': 'self-tracking', 'locale': 'en'}]"
2195,,3791,2017-11-30T00:57:02.116Z,2020-03-30T16:20:33.575Z,,1,self-sustaining,self-sustaining,"[{'name': 'self-sustaining', 'locale': 'en'}]"
2194,,3791,2017-11-30T00:56:11.374Z,2020-03-30T16:20:33.525Z,,1,self-sufficient refugee camps,self-sufficient refugee camps,"[{'name': 'self-sufficient refugee camps', 'locale': 'en'}]"
2193,,3791,2017-11-30T00:51:35.722Z,2020-03-30T16:20:33.479Z,,4,self-organization,self-organization,"[{'name': 'self-organization', 'locale': 'en'}]"
2192,,3791,2017-11-30T00:50:55.873Z,2020-03-30T16:20:33.430Z,,1,self-diagnosis (via the internet),self-diagnosis (via the internet),"[{'name': 'self-diagnosis (via the internet)', 'locale': 'en'}]"
2191,,3791,2017-11-30T00:50:24.838Z,2020-03-30T16:20:33.384Z,,1,self-care,self-care,"[{'name': 'self-care', 'locale': 'en'}]"
2190,,3791,2017-11-30T00:49:41.382Z,2020-03-30T16:20:33.337Z,,1,scientific proof,scientific proof,"[{'name': 'scientific proof', 'locale': 'en'}]"
2189,,3791,2017-11-30T00:47:42.458Z,2020-03-30T16:20:33.289Z,,3,safety,safety,"[{'name': 'safety', 'locale': 'en'}]"
2188,,3791,2017-11-30T00:46:17.384Z,2020-03-30T16:20:33.242Z,,2,safe space,safe space,"[{'name': 'safe space', 'locale': 'en'}]"
2187,,3791,2017-11-30T00:45:04.223Z,2020-03-30T16:20:33.197Z,,1,sadness,sadness,"[{'name': 'sadness', 'locale': 'en'}]"
2186,,3791,2017-11-30T00:44:10.421Z,2020-03-30T16:20:33.146Z,,1,rural areas,rural areas,"[{'name': 'rural areas', 'locale': 'en'}]"
2185,,3791,2017-11-30T00:43:06.189Z,2020-03-30T16:20:33.100Z,,1,role models,role models,"[{'name': 'role models', 'locale': 'en'}]"
2184,,3791,2017-11-30T00:42:35.140Z,2020-03-30T16:20:33.052Z,,1,river,river,"[{'name': 'river', 'locale': 'en'}]"
2183,,3791,2017-11-30T00:41:54.141Z,2020-03-30T16:20:33.005Z,,1,risk assessment,risk assessment,"[{'name': 'risk assessment', 'locale': 'en'}]"
2182,,3791,2017-11-30T00:39:56.985Z,2020-03-30T16:20:32.959Z,,1,respiratory issues,respiratory issues,"[{'name': 'respiratory issues', 'locale': 'en'}]"
2180,,3791,2017-11-30T00:36:44.669Z,2020-03-30T16:20:32.860Z,,2,resilience,resilience,"[{'name': 'resilience', 'locale': 'en'}]"
2179,,3791,2017-11-30T00:29:53.121Z,2020-03-30T16:20:32.813Z,,9,research question,research question,"[{'name': 'research question', 'locale': 'en'}]"
2178,,3791,2017-11-30T00:29:09.661Z,2020-03-30T16:20:32.763Z,,1,replicating,replicating,"[{'name': 'replicating', 'locale': 'en'}]"
2177,,3791,2017-11-30T00:28:39.079Z,2020-03-30T16:20:32.716Z,,1,remote vs actual-world collaboration,remote vs actual-world collaboration,"[{'name': 'remote vs actual-world collaboration', 'locale': 'en'}]"
2174,,3791,2017-11-29T21:08:30.953Z,2020-03-30T16:20:32.573Z,,1,quality,quality,"[{'name': 'quality', 'locale': 'en'}]"
2173,,3791,2017-11-29T21:07:59.631Z,2020-03-30T16:20:32.527Z,,1,publishing plans,publishing plans,"[{'name': 'publishing plans', 'locale': 'en'}]"
2172,,3791,2017-11-29T21:06:59.287Z,2020-03-30T16:20:32.481Z,,2,public space,public space,"[{'name': 'public space', 'locale': 'en'}]"
2170,,3791,2017-11-29T21:05:00.059Z,2020-03-30T16:20:32.385Z,,1,public garden,public garden,"[{'name': 'public garden', 'locale': 'en'}]"
2168,,3791,2017-11-29T21:02:37.054Z,2020-03-30T16:20:32.280Z,,1,psychology of medical technology,psychology of medical technology,"[{'name': 'psychology of medical technology', 'locale': 'en'}]"
