id,description,creator_id,created_at,updated_at,ancestry,annotations_count,name,name_with_path,names
8373,,4794,2021-02-18T11:13:36.622Z,2021-02-18T11:13:36.622Z,,1,'hide away','hide away',"[{'name': ""'hide away'"", 'locale': 'de'}]"
8367,,4794,2021-02-18T10:56:14.100Z,2021-02-18T10:56:14.100Z,,2,Christmas,Christmas,"[{'name': 'Christmas', 'locale': 'de'}]"
8372,,4794,2021-02-18T11:08:19.198Z,2021-02-18T11:08:19.198Z,,1,winter,winter,"[{'name': 'winter', 'locale': 'de'}]"
8371,,4794,2021-02-18T11:08:19.178Z,2021-02-18T11:08:19.178Z,,1,sceptical,sceptical,"[{'name': 'sceptical', 'locale': 'de'}]"
8369,,4794,2021-02-18T11:07:20.640Z,2021-02-18T11:07:20.640Z,,1,lack of knowledge,lack of knowledge,"[{'name': 'lack of knowledge', 'locale': 'de'}]"
7218,,3323,2020-09-01T10:13:14.383Z,2021-02-22T10:52:42.506Z,824/1279,3,single parents,family → parenting → single parents,"[{'name': 'single parents', 'locale': 'en'}, {'name': 'samotni rodzice', 'locale': 'pl'}, {'name': 'samoživitel(ka)', 'locale': 'cs'}]"
2296,,4180,2017-12-02T16:05:36.806Z,2020-03-30T16:20:38.514Z,,4,support,support,"[{'name': 'support', 'locale': 'en'}]"
846,,3323,2017-09-05T16:09:55.505Z,2020-03-30T16:17:38.741Z,,4,flexibility,flexibility,"[{'name': 'flexibility', 'locale': 'en'}]"
8355,,4794,2021-02-17T19:15:14.195Z,2021-02-17T19:15:14.195Z,,1,new childcare models,new childcare models,"[{'name': 'new childcare models', 'locale': 'de'}]"
8354,,4794,2021-02-17T19:15:14.171Z,2021-02-17T19:15:14.171Z,,1,challenge traditional gender roles,challenge traditional gender roles,"[{'name': 'challenge traditional gender roles', 'locale': 'de'}]"
8353,,4794,2021-02-17T19:15:14.083Z,2021-02-17T19:15:14.083Z,,1,challenge stereotypes,challenge stereotypes,"[{'name': 'challenge stereotypes', 'locale': 'de'}]"
307,,3323,2017-09-05T16:09:53.789Z,2020-03-30T16:16:57.538Z,,20,childcare,childcare,"[{'name': 'childcare', 'locale': 'en'}]"
8352,,4794,2021-02-17T19:14:22.652Z,2021-02-17T19:14:22.652Z,,1,societal problem,societal problem,"[{'name': 'societal problem', 'locale': 'de'}]"
1800,"any work without remuneration, e.g. caring for the elderly",3323,2017-09-05T16:09:58.845Z,2020-11-07T21:02:55.594Z,4962,5,unpaid labour,labour → unpaid labour,"[{'name': 'unpaid labour', 'locale': 'en'}, {'name': 'niedopłatna praca', 'locale': 'pl'}, {'name': 'neplacená práce', 'locale': 'cs'}]"
8351,,4794,2021-02-17T19:09:26.535Z,2021-02-17T19:09:26.535Z,,1,be thankful,be thankful,"[{'name': 'be thankful', 'locale': 'de'}]"
8350,,4794,2021-02-17T19:09:09.049Z,2021-02-17T19:09:09.049Z,,1,thankful,thankful,"[{'name': 'thankful', 'locale': 'de'}]"
8338,,4794,2021-02-17T18:53:29.009Z,2021-02-17T18:53:29.009Z,,5,after COVID,after COVID,"[{'name': 'after COVID', 'locale': 'de'}]"
6970,"the state or fact of continuing to live or exist, typically in spite of an accident, ordeal, or difficult circumstances.",4825,2020-08-22T13:08:21.304Z,2020-08-22T13:08:21.304Z,,1,Survival,Survival,"[{'name': 'Survival', 'locale': 'en'}]"
8349,,4794,2021-02-17T19:07:44.386Z,2021-02-17T19:07:44.386Z,,1,bucket list,bucket list,"[{'name': 'bucket list', 'locale': 'de'}]"
8348,,4794,2021-02-17T19:07:15.573Z,2021-02-17T19:07:15.573Z,,1,not taking things for granted,not taking things for granted,"[{'name': 'not taking things for granted', 'locale': 'de'}]"
8347,,4794,2021-02-17T19:06:16.346Z,2021-02-17T19:06:16.346Z,,1,taking things for granted,taking things for granted,"[{'name': 'taking things for granted', 'locale': 'de'}]"
8318,,4794,2021-02-17T17:59:01.791Z,2021-02-17T17:59:01.791Z,,5,upside of COVID,upside of COVID,"[{'name': 'upside of COVID', 'locale': 'de'}]"
6134,Describing the notion that the Coronavirus has created new set of norms for public and private life,5479,2020-07-25T12:28:10.201Z,2021-01-19T15:21:04.902Z,,11,'new normal','new normal',"[{'name': ""'new normal'"", 'locale': 'en'}, {'name': ""'nowa normalność'"", 'locale': 'pl'}, {'name': ""'nová normalita'"", 'locale': 'cs'}]"
8345,,4794,2021-02-17T19:00:31.518Z,2021-02-17T19:00:31.518Z,,1,extreme situation,extreme situation,"[{'name': 'extreme situation', 'locale': 'de'}]"
5973,"*needs definition

Suggestion: the process of acquiring knowledge or skill from doing or feeling things",6339,2020-07-10T21:53:49.080Z,2020-11-19T20:47:02.927Z,,2,*experience,*experience,"[{'name': '*experience', 'locale': 'en'}, {'name': 'doświadczenie', 'locale': 'pl'}, {'name': 'zkušenost', 'locale': 'cs'}]"
8344,,4794,2021-02-17T18:55:55.901Z,2021-02-17T18:55:55.901Z,,4,young people,young people,"[{'name': 'young people', 'locale': 'de'}]"
8342,,4794,2021-02-17T18:54:47.439Z,2021-02-17T18:54:47.439Z,,1,go for a drink,go for a drink,"[{'name': 'go for a drink', 'locale': 'de'}]"
8341,,4794,2021-02-17T18:54:47.418Z,2021-02-17T18:54:47.418Z,,1,meet friends,meet friends,"[{'name': 'meet friends', 'locale': 'de'}]"
8340,,4794,2021-02-17T18:54:15.722Z,2021-02-17T18:54:15.722Z,,1,back to normal,back to normal,"[{'name': 'back to normal', 'locale': 'de'}]"
8339,,4794,2021-02-17T18:54:15.720Z,2021-02-17T18:54:15.720Z,,1,real life,real life,"[{'name': 'real life', 'locale': 'de'}]"
8337,,4794,2021-02-17T18:53:28.933Z,2021-02-17T18:53:28.933Z,,1,travelling,travelling,"[{'name': 'travelling', 'locale': 'de'}]"
3925,,3323,2019-09-18T10:45:07.990Z,2019-09-18T10:45:07.990Z,,1,meeting people,meeting people,"[{'name': 'meeting people', 'locale': 'en'}]"
8336,,4794,2021-02-17T18:52:55.810Z,2021-02-17T18:52:55.810Z,,1,time-management,time-management,"[{'name': 'time-management', 'locale': 'de'}]"
8335,,4794,2021-02-17T18:51:50.250Z,2021-02-17T18:51:50.250Z,,1,football,football,"[{'name': 'football', 'locale': 'de'}]"
824,"use when more generically referred to (so, when it’s not specifically family influence)",3323,2017-09-05T16:09:55.436Z,2020-08-22T13:08:46.007Z,,47,family,family,"[{'name': 'rodzina', 'locale': 'pl'}, {'name': 'rodina', 'locale': 'cs'}, {'name': 'family', 'locale': 'en'}]"
871,Suggestion: amity,3323,2017-09-05T16:09:55.585Z,2020-11-19T21:42:50.383Z,,8,*friendship,*friendship,"[{'name': 'przyjaźń', 'locale': 'pl'}, {'name': 'přátelství', 'locale': 'cs'}, {'name': '*friendship', 'locale': 'en'}]"
8303,,4794,2021-02-16T21:55:25.956Z,2021-02-16T21:55:25.956Z,,3,'time for oneself','time for oneself',"[{'name': ""'time for oneself'"", 'locale': 'de'}]"
5936,activities mitigating stress,4779,2020-07-10T11:41:01.798Z,2020-08-22T12:56:10.217Z,,5,stress relief,stress relief,"[{'name': 'stress relief', 'locale': 'en'}, {'name': 'zmniejszanie napięcia', 'locale': 'pl'}, {'name': 'zbavování se stresu', 'locale': 'cs'}]"
8334,,4794,2021-02-17T18:50:14.778Z,2021-02-17T18:50:14.778Z,,1,daily routine,daily routine,"[{'name': 'daily routine', 'locale': 'de'}]"
7236,the idea of having time for both work and activities outside of work -- having a job that does not take over all of your time and energy. ,3323,2020-09-01T11:35:23.881Z,2020-11-07T21:08:32.359Z,4962,9,work-life balance,labour → work-life balance,"[{'name': 'work-life balance', 'locale': 'en'}, {'name': 'równowaga między życiem i pracą', 'locale': 'pl'}, {'name': 'slaďování rodiny a práce', 'locale': 'cs'}]"
8214,,4794,2021-02-11T16:05:18.055Z,2021-02-11T16:05:18.055Z,,4,intergenerational conflict,intergenerational conflict,"[{'name': 'intergenerational conflict', 'locale': 'de'}]"
2873,being unsatisfied or unhappy with something,4155,2018-05-21T09:45:57.679Z,2021-02-21T14:03:13.228Z,5161,20,dissatisfaction,*emotions → dissatisfaction,"[{'name': 'dissatisfaction', 'locale': 'en'}, {'name': 'niezadowolenie', 'locale': 'pl'}, {'name': 'neuspokojenost', 'locale': 'cs'}]"
8333,,4794,2021-02-17T18:37:51.618Z,2021-02-17T18:37:51.618Z,,1,envy,envy,"[{'name': 'envy', 'locale': 'de'}]"
8332,,4794,2021-02-17T18:37:20.115Z,2021-02-17T18:37:20.115Z,,1,internalisation,internalisation,"[{'name': 'internalisation', 'locale': 'de'}]"
5435,being OK with things/people as they are,6484,2020-06-03T13:38:48.986Z,2021-02-21T14:07:30.053Z,5161,9,acceptance,*emotions → acceptance,"[{'name': 'acceptance', 'locale': 'en'}, {'name': 'akceptacja', 'locale': 'pl'}, {'name': 'přijmout', 'locale': 'cs'}]"
8304,,4794,2021-02-16T21:56:24.306Z,2021-02-16T21:56:24.306Z,,4,adapting to new situation,adapting to new situation,"[{'name': 'adapting to new situation', 'locale': 'de'}]"
8331,,4794,2021-02-17T18:36:58.109Z,2021-02-17T18:36:58.109Z,,1,working model,working model,"[{'name': 'working model', 'locale': 'de'}]"
8330,,4794,2021-02-17T18:36:06.586Z,2021-02-17T18:36:06.586Z,,1,sick leave,sick leave,"[{'name': 'sick leave', 'locale': 'de'}]"
954,,3323,2017-09-05T16:09:55.869Z,2020-03-30T16:17:55.702Z,,3,history,history,"[{'name': 'history', 'locale': 'en'}]"
8329,,4794,2021-02-17T18:35:00.725Z,2021-02-17T18:35:00.725Z,,2,changing attitudes,changing attitudes,"[{'name': 'changing attitudes', 'locale': 'de'}]"
1499,,3323,2017-09-05T16:09:57.784Z,2020-10-22T02:10:49.452Z,,30,self-care,self-care,"[{'name': 'self-care', 'locale': 'en'}, {'name': 'samoopieka', 'locale': 'pl'}, {'name': 'péče o sebe', 'locale': 'cs'}]"
8327,,4794,2021-02-17T18:33:35.633Z,2021-02-17T18:33:35.633Z,,1,lack of tools,lack of tools,"[{'name': 'lack of tools', 'locale': 'de'}]"
1905,"feeling of awareness of the present, often tied to sensory experience",3323,2017-11-21T14:29:59.369Z,2020-08-22T12:56:44.138Z,,3,mindfulness,mindfulness,"[{'name': 'mindfulness', 'locale': 'en'}, {'name': 'mindfulness', 'locale': 'pl'}, {'name': 'všímavost', 'locale': 'cs'}]"
8325,,4794,2021-02-17T18:32:03.110Z,2021-02-22T11:09:17.174Z,3702,1,healthy eating,health → healthy eating,"[{'name': 'healthy eating', 'locale': 'de'}, {'name': 'zdrowe jedzenie', 'locale': 'pl'}]"
7604,activities one does in one's free time,3323,2020-09-23T15:31:31.544Z,2020-09-23T16:39:11.751Z,,2,hobbies,hobbies,"[{'name': 'hobbies', 'locale': 'en'}]"
4395,,4779,2019-11-04T19:40:56.318Z,2019-11-04T19:40:56.318Z,,3,sport,sport,"[{'name': 'sport', 'locale': 'en'}, {'name': 'sport', 'locale': 'pl'}, {'name': 'sport', 'locale': 'cs'}]"
8323,,4794,2021-02-17T18:30:58.077Z,2021-02-17T18:30:58.077Z,,1,personal projects,personal projects,"[{'name': 'personal projects', 'locale': 'de'}]"
8324,,4794,2021-02-17T18:30:58.078Z,2021-02-17T18:30:58.078Z,,1,time planning,time planning,"[{'name': 'time planning', 'locale': 'de'}]"
8322,,4794,2021-02-17T18:30:13.471Z,2021-02-17T18:30:13.471Z,,1,holiday,holiday,"[{'name': 'holiday', 'locale': 'de'}]"
7230,"getting better, improving from an ailment (whether social or physical). ",3323,2020-09-01T10:28:30.426Z,2020-09-01T11:56:17.202Z,,2,recovery,recovery,"[{'name': 'recovery', 'locale': 'en'}, {'name': 'poprawa', 'locale': 'pl'}, {'name': 'zotavení', 'locale': 'cs'}]"
8229,,4794,2021-02-11T18:45:06.238Z,2021-02-11T18:45:06.238Z,,5,self-confidence,self-confidence,"[{'name': 'self-confidence', 'locale': 'de'}]"
8321,,4794,2021-02-17T18:29:45.874Z,2021-02-17T18:29:45.874Z,,1,maintain distance,maintain distance,"[{'name': 'maintain distance', 'locale': 'de'}]"
8320,,4794,2021-02-17T18:28:09.855Z,2021-02-17T18:28:09.855Z,,2,draw the line,draw the line,"[{'name': 'draw the line', 'locale': 'de'}]"
8319,,4794,2021-02-17T18:26:37.699Z,2021-02-17T18:26:37.699Z,,1,excessive demands,excessive demands,"[{'name': 'excessive demands', 'locale': 'de'}]"
5493,working more hours than is healthy,3323,2020-06-04T16:07:57.266Z,2020-08-22T13:08:52.007Z,,13,overwork,overwork,"[{'name': 'overwork', 'locale': 'en'}, {'name': 'przepracowanie', 'locale': 'pl'}, {'name': 'přepracování', 'locale': 'cs'}]"
5701,"the power or right to act, speak, or think as one wants",6484,2020-06-24T19:42:04.897Z,2020-10-15T16:46:39.605Z,,30,freedom,freedom,"[{'name': 'freedom', 'locale': 'en'}, {'name': 'wolność', 'locale': 'pl'}, {'name': 'svoboda', 'locale': 'cs'}]"
4773,"Process of converting information into a digital format (i.e. computer-readable), which involves representing knowledge into discrete sets of data. ",5209,2020-01-23T04:16:58.582Z,2020-09-11T10:04:04.968Z,,22,digitisation,digitisation,"[{'name': 'digitisation', 'locale': 'en'}]"
2287,,4180,2017-12-02T16:01:27.551Z,2020-03-30T16:20:38.078Z,,75,co-working,co-working,"[{'name': 'co-working', 'locale': 'en'}]"
8182,,4794,2021-02-11T13:57:27.558Z,2021-02-11T13:57:27.558Z,,23,Positive change,Positive change,"[{'name': 'Positive change', 'locale': 'de'}]"
4090,,3323,2019-10-02T12:59:17.417Z,2020-10-16T11:10:14.079Z,,5,event planning,event planning,"[{'name': 'event planning', 'locale': 'en'}, {'name': 'planowanie eventów', 'locale': 'pl'}, {'name': 'plánování eventů / událostí', 'locale': 'cs'}]"
8317,,4794,2021-02-17T17:57:00.589Z,2021-02-17T17:57:00.589Z,,1,advisory,advisory,"[{'name': 'advisory', 'locale': 'de'}]"
8316,,4794,2021-02-17T16:00:08.226Z,2021-02-17T16:00:08.226Z,,1,personal responsibility,personal responsibility,"[{'name': 'personal responsibility', 'locale': 'de'}]"
7697,"discrimination of certain ""races"" of people",6484,2020-09-27T17:19:39.413Z,2020-10-15T17:18:24.977Z,,9,racism,racism,"[{'name': 'racism', 'locale': 'en'}, {'name': 'rasizm', 'locale': 'pl'}, {'name': 'rasismus', 'locale': 'cs'}]"
8314,,4794,2021-02-17T15:53:02.828Z,2021-02-17T15:53:02.828Z,,2,latent racism,latent racism,"[{'name': 'latent racism', 'locale': 'de'}]"
8315,,4794,2021-02-17T15:58:56.560Z,2021-02-17T15:58:56.560Z,,1,structural racism,structural racism,"[{'name': 'structural racism', 'locale': 'de'}]"
8313,,4794,2021-02-17T15:53:02.772Z,2021-02-17T15:53:02.772Z,,1,finding accommodation,finding accommodation,"[{'name': 'finding accommodation', 'locale': 'de'}]"
8307,,4794,2021-02-17T15:44:13.197Z,2021-02-17T15:44:13.197Z,,6,legal support,legal support,"[{'name': 'legal support', 'locale': 'de'}]"
8306,,4794,2021-02-17T15:44:13.197Z,2021-02-17T15:44:13.197Z,,7,legal residency,legal residency,"[{'name': 'legal residency', 'locale': 'de'}]"
8310,,4794,2021-02-17T15:46:04.688Z,2021-02-17T15:46:04.688Z,,3,legal process,legal process,"[{'name': 'legal process', 'locale': 'de'}]"
1150,"moving from one country to another. This is the bigger-picture, collective trend/phenomenon rather than the individual experience of leaving one’s country, though they are related. invivo, leaving home country may need to be changed to this... but leaving home country seems more particular, for some reason",3323,2017-09-05T16:09:56.530Z,2020-08-22T12:57:06.625Z,,139,migration,migration,"[{'name': 'migration', 'locale': 'en'}, {'name': 'migrace', 'locale': 'cs'}]"
8311,,4794,2021-02-17T15:50:36.145Z,2021-02-17T15:50:36.145Z,,1,overseas,overseas,"[{'name': 'overseas', 'locale': 'de'}]"
1073,,3323,2017-09-05T16:09:56.261Z,2020-03-30T16:18:04.263Z,198,8,legal barriers,challenge → legal barriers,"[{'name': 'legal barriers', 'locale': 'en'}]"
8309,,4794,2021-02-17T15:44:58.828Z,2021-02-17T15:44:58.828Z,,1,mentoring,mentoring,"[{'name': 'mentoring', 'locale': 'de'}]"
8308,,4794,2021-02-17T15:44:58.818Z,2021-02-17T15:44:58.818Z,,1,coaching,coaching,"[{'name': 'coaching', 'locale': 'de'}]"
8305,,4794,2021-02-17T15:28:57.185Z,2021-02-17T15:28:57.185Z,,1,establish business,establish business,"[{'name': 'establish business', 'locale': 'de'}]"
7191,acquiring new knowledge or skills,3323,2020-09-01T09:24:37.867Z,2020-09-01T12:08:04.504Z,,4,learning new things,learning new things,"[{'name': 'learning new things', 'locale': 'en'}, {'name': 'uczenie się nowych rzeczy', 'locale': 'pl'}, {'name': 'učit se novým věcem', 'locale': 'cs'}]"
7725,,6484,2020-10-02T13:22:46.391Z,2020-10-23T08:06:53.243Z,,4,unemployment,unemployment,"[{'name': 'unemployment', 'locale': 'en'}, {'name': 'bezrobocie', 'locale': 'pl'}, {'name': 'nezaměstnanost', 'locale': 'cs'}]"
7710,not having to worry about one's money,6484,2020-09-28T08:23:46.637Z,2020-10-15T16:44:13.669Z,,2,financial security,financial security,"[{'name': 'financial security', 'locale': 'en'}, {'name': 'bezpieczeństwo finansowe', 'locale': 'pl'}, {'name': 'finanční jistota', 'locale': 'cs'}]"
7223,the mechanisms one uses to deal with difficult situations. How one gets through a tough problem. ,3323,2020-09-01T10:17:25.201Z,2020-09-01T11:57:38.963Z,,10,coping strategies,coping strategies,"[{'name': 'coping strategies', 'locale': 'en'}, {'name': 'mechanizmy obronne', 'locale': 'pl'}, {'name': 'strategie zvládání', 'locale': 'cs'}]"
3894,"feeling mentally well
*should be a child of ""mental health"" and the opposite of ""mental issues""; is it meaningfully different from ""happiness"" tho? Asking for a philosopher friend :)",3323,2019-09-16T14:39:09.536Z,2020-11-15T15:40:53.743Z,,21,*psychological well-being,*psychological well-being,"[{'name': '*psychological well-being', 'locale': 'en'}, {'name': 'dobrostan psychologiczny', 'locale': 'pl'}, {'name': 'psychická pohoda', 'locale': 'cs'}]"
8302,,4794,2021-02-16T21:55:25.870Z,2021-02-16T21:55:25.870Z,,1,staying at home,staying at home,"[{'name': 'staying at home', 'locale': 'de'}]"
8297,,4794,2021-02-16T18:32:31.405Z,2021-02-16T18:32:31.405Z,,5,personal contact,personal contact,"[{'name': 'personal contact', 'locale': 'de'}]"
8301,,4794,2021-02-16T18:41:10.771Z,2021-02-16T18:41:10.771Z,,1,new normality,new normality,"[{'name': 'new normality', 'locale': 'de'}]"
828,"feeling afraid
*is it meaningfully different from anxiety?",3323,2017-09-05T16:09:55.449Z,2021-02-21T14:11:51.273Z,5161/54,51,*fear,*emotions → anxiety → *fear,"[{'name': 'lęk', 'locale': 'pl'}, {'name': 'strach', 'locale': 'cs'}, {'name': '*fear', 'locale': 'en'}]"
3702,,5059,2019-08-07T09:11:21.787Z,2020-08-31T18:53:57.917Z,,20,health,health,"[{'name': 'health', 'locale': 'en'}]"
8299,,4794,2021-02-16T18:36:33.332Z,2021-02-16T18:36:33.332Z,,2,cystic fibrosis,cystic fibrosis,"[{'name': 'cystic fibrosis', 'locale': 'de'}]"
8300,,4794,2021-02-16T18:37:24.737Z,2021-02-16T18:37:24.737Z,,1,disinfect,disinfect,"[{'name': 'disinfect', 'locale': 'de'}]"
5952,,4779,2020-07-10T14:46:08.534Z,2020-07-10T14:49:58.780Z,,5,knowledge,knowledge,"[{'name': 'knowledge', 'locale': 'en'}, {'name': 'wiedza', 'locale': 'pl'}, {'name': 'znalosti', 'locale': 'cs'}]"
8298,,4794,2021-02-16T18:35:49.925Z,2021-02-16T18:35:49.925Z,,1,inter-personal stress,inter-personal stress,"[{'name': 'inter-personal stress', 'locale': 'de'}]"
